"scenario";"coef";"true";"avg";"bias";"empSE";"MSE";"coverage";"bias.elim.coverage"
1;"beta1";-0,6;-0,645687697397852;-0,0456876973978521;0,151568155943208;0,0249454070600622;0,785;0,8
1;"beta2";0,8;0,819122029068276;0,0191220290682759;0,0807425934349962;0,00685242155832403;0,75;0,79
1;"gamma1";-0,8;-1,15139326333214;-0,351393263332142;0,275346765287684;0,198913987463831;0,38;0,69
1;"gamma2";0,5;0,903122183281342;0,403122183281342;0,165424098581053;0,189735801382913;0,035;0,645
2;"beta1";-0,6;-0,671600581404894;-0,0716005814048939;0,158768697745488;0,0302081051443979;0,665;0,715
2;"beta2";0,8;0,819496909024878;0,0194969090248782;0,0777155613821851;0,00638963940006782;0,735;0,755
2;"gamma1";-0,8;-1,13804024603847;-0,338040246038466;0,288423382121537;0,197043315059401;0,41;0,665
2;"gamma2";0,5;0,90041800519686;0,40041800519686;0,1704043816639;0,189227043909637;0,025;0,65
3;"beta1";-0,6;-0,662318662205969;-0,0623186622059694;0,111192281637454;0,016185520537406;0,9;0,92
3;"beta2";0,8;0,838429304580355;0,0384293045803546;0,0535986624598611;0,00433526398492835;0,875;0,93
3;"gamma1";-0,8;-1,22420861476226;-0,424208614762258;0,256177218402081;0,2452515822306;0,26;0,715
3;"gamma2";0,5;0,944996884713635;0,444996884713635;0,162607628288702;0,224331261978629;0,02;0,615
4;"beta1";-0,6;-0,608745149892863;-0,0087451498928635;0,0994661119106144;0,00992051752817045;0,905;0,91
4;"beta2";0,8;0,803610126267334;0,00361012626733354;0,0599588295259711;0,00359011894359993;0,865;0,865
4;"gamma1";-0,8;-0,962309043447251;-0,162309043447251;0,195701549566411;0,0644518266049426;0,725;0,835
4;"gamma2";0,5;0,74988800871785;0,24988800871785;0,122657254003767;0,0774135948509179;0,16;0,795
5;"beta1";-0,6;-0,63486269579756;-0,0348626957975603;0,115761247774858;0,0145490707122333;0,87;0,86
5;"beta2";0,8;0,814263088463291;0,0142630884632914;0,0587163839561265;0,00363381136867053;0,895;0,89
5;"gamma1";-0,8;-1,15397101512647;-0,353971015126468;0,264994634110094;0,195166524876269;0,4;0,64
5;"gamma2";0,5;0,87401035921082;0,37401035921082;0,17697718700369;0,171048068893147;0,06;0,585
6;"beta1";-0,6;-0,601015276313316;-0,0010152763133161;0,131048715435456;0,0170889277741892;0,8;0,795
6;"beta2";0,8;0,78852515263602;-0,0114748473639802;0,0692194997537841;0,00489905457245994;0,815;0,785
6;"gamma1";-0,8;-1,00341648424903;-0,203416484249026;0,250532751469844;0,10383109232549;0,62;0,75
6;"gamma2";0,5;0,79307836937906;0,293078369379061;0,148652000766766;0,107881860843192;0,15;0,63
7;"beta1";-0,6;-0,610419216577403;-0,0104192165774032;0,0720635403109337;0,00527574814702166;0,945;0,94
7;"beta2";0,8;0,809274558357747;0,00927455835774687;0,0462106847596004;0,00221076768175266;0,875;0,905
7;"gamma1";-0,8;-1,00024638292542;-0,200246382925417;0,203762039741947;0,0814099878703127;0,68;0,83
7;"gamma2";0,5;0,851647165591854;0,351647165591854;0,155409455140874;0,147687067322232;0,095;0,63
8;"beta1";-0,6;-0,611157762271316;-0,0111577622713162;0,0640034611442992;0,00420045648216077;0,94;0,955
8;"beta2";0,8;0,821610573168366;0,0216105731683664;0,040935238740099;0,00213433217452067;0,875;0,925
8;"gamma1";-0,8;-0,698409477995462;0,101590522004538;0,199361480741774;0,0498669091646897;0,71;0,835
8;"gamma2";0,5;0,640400416260883;0,140400416260883;0,131077838144209;0,036807769540526;0,54;0,725
9;"beta1";-0,6;-0,648514549434793;-0,0485145494347928;0,116998406943264;0,0159738455979862;0,74;0,81
9;"beta2";0,8;0,82313793364411;0,0231379336441103;0,0756735765717162;0,00623322171351887;0,725;0,755
9;"gamma1";-0,8;-1,19922114991414;-0,399221149914144;0,235743615565327;0,214674703557185;0,27;0,785
9;"gamma2";0,5;0,960650996116639;0,460650996116638;0,152710846908185;0,235403339972849;0,01;0,675
