"scenario";"coef";"true";"avg";"bias";"empSE";"MSE";"coverage";"bias.elim.coverage"
1;"beta1";-0,6;-0,599190725425617;0,000809274574383396;0,135794410600237;0,0183485762658513;0,76;0,77
1;"beta2";0,8;0,783564284457575;-0,0164357155424248;0,0766385344164269;0,00611423037810186;0,705;0,71
1;"gamma1";-0,8;-0,87853395036391;-0,0785339503639104;0,194122602635388;0,0436627482894281;0,68;0,715
1;"gamma2";0,5;0,689871473845005;0,189871473845005;0,122730280421454;0,0510385847037415;0,25;0,65
2;"beta1";-0,6;-0,61423422561014;-0,0142342256101404;0,139855396083607;0,0196643473333546;0,68;0,665
2;"beta2";0,8;0,766540044476054;-0,0334599555239463;0,0773396827501883;0,00707108801892474;0,595;0,635
2;"gamma1";-0,8;-0,821594015959345;-0,0215940159593446;0,171936048216958;0,0298804961783343;0,775;0,745
2;"gamma2";0,5;0,653289819979634;0,153289819979634;0,103813731875711;0,0342211733807208;0,34;0,735
3;"beta1";-0,6;-0,627164581387594;-0,0271645813875942;0,0924542385465388;0,00924296177605744;0,88;0,9
3;"beta2";0,8;0,815142552152724;0,0151425521527244;0,0495930145020561;0,00267646663766212;0,935;0,945
3;"gamma1";-0,8;-0,995421565021459;-0,195421565021459;0,190002018702388;0,0741098513508641;0,57;0,74
3;"gamma2";0,5;0,74969959500555;0,24969959500555;0,120432644420222;0,076781389478773;0,12;0,63
4;"beta1";-0,6;-0,607553222478414;-0,00755322247841389;0,0921177348167722;0,00850029985224271;0,905;0,915
4;"beta2";0,8;0,812751903763588;0,012751903763588;0,0478974200318034;0,00244530308107029;0,9;0,915
4;"gamma1";-0,8;-0,876316860873804;-0,0763168608738036;0,135139654311544;0,0239956757902378;0,805;0,89
4;"gamma2";0,5;0,661812227219456;0,161812227219456;0,0925844674887523;0,0347122210797959;0,3;0,75
5;"beta1";-0,6;-0,613593243354986;-0,0135932433549859;0,0930609812954736;0,00880182077338597;0,89;0,895
5;"beta2";0,8;0,807478273336465;0,00747827333646478;0,0505110821992037;0,00259453714990492;0,9;0,905
5;"gamma1";-0,8;-0,896886389960459;-0,096886389960459;0,141672680726655;0,0293577652815256;0,765;0,84
5;"gamma2";0,5;0,682960372896816;0,182960372896816;0,110715858891967;0,0456712094536772;0,305;0,67
6;"beta1";-0,6;-0,579449964951098;0,0205500350489019;0,109877723373164;0,0124350524637123;0,795;0,82
6;"beta2";0,8;0,784447044179737;-0,0155529558202632;0,0555313423026421;0,0033102057627906;0,825;0,86
6;"gamma1";-0,8;-0,843388097375201;-0,0433880973752009;0,151900595283267;0,0248409488870138;0,815;0,8
6;"gamma2";0,5;0,646863142096869;0,146863142096869;0,0957606632507392;0,0306930366096556;0,345;0,725
7;"beta1";-0,6;-0,611683539811778;-0,0116835398117781;0,0648401423084512;0,00431972793684071;0,92;0,925
7;"beta2";0,8;0,811547748232304;0,011547748232304;0,0391052966797957;0,00165492859650944;0,92;0,88
7;"gamma1";-0,8;-0,930146402167439;-0,130146402167439;0,178802758102341;0,0487486601706079;0,68;0,81
7;"gamma2";0,5;0,756662045366256;0,256662045366256;0,106920759413422;0,0772502940811648;0,075;0,685
8;"beta1";-0,6;-0,605892636941235;-0,00589263694123523;0,0527037679592217;0,0027985218914352;0,96;0,98
8;"beta2";0,8;0,814656966284885;0,0146569662848851;0,0338881654532173;0,00135749237967196;0,91;0,925
8;"gamma1";-0,8;-0,746858800989767;0,0531411990102327;0,152889208623265;0,0260822215951261;0,83;0,89
8;"gamma2";0,5;0,627564170845327;0,127564170845327;0,0917041953047259;0,0246402288227607;0,5;0,8
9;"beta1";-0,6;-0,621200442322938;-0,0212004423229381;0,0799154037535042;0,00680399815298839;0,885;0,895
9;"beta2";0,8;0,814972529029844;0,0149725290298438;0,052121498950359;0,00292724402511763;0,785;0,805
9;"gamma1";-0,8;-0,987555420206268;-0,187555420206268;0,155544598778279;0,0592501872468001;0,59;0,85
9;"gamma2";0,5;0,783695163969129;0,283695163969129;0,102913108481083;0,0910210984172241;0,035;0,765
