"scenario";"coef";"true";"avg";"bias";"empSE";"MSE";"coverage";"bias.elim.coverage"
1;"beta1";-0,6;-0,665097843777957;-0,0650978437779565;0,152588256037346;0,0274044892656552;0,765;0,77
1;"beta2";0,8;0,832700903606311;0,0327009036063106;0,0830596567323895;0,00793376114028909;0,74;0,79
1;"gamma1";-0,8;-1,32964467163995;-0,529644671639948;0,363110382114895;0,411713382048215;0,225;0,575
1;"gamma2";0,5;1,04928404114248;0,549284041142478;0,2193493715356;0,349586533912908;0,01;0,525
2;"beta1";-0,6;-0,696102115338851;-0,0961021153388514;0,14808690385331;0,031055699009997;0,645;0,77
2;"beta2";0,8;0,839591625040825;0,0395916250408245;0,0764714476759494;0,00738613967148043;0,715;0,77
2;"gamma1";-0,8;-1,31361397879685;-0,513613978796852;0,341943157969398;0,380139816881208;0,24;0,57
2;"gamma2";0,5;1,05146923611222;0,551469236112218;0,230241992209714;0,356864636480008;0,01;0,48
3;"beta1";-0,6;-0,673961916349716;-0,0739619163497159;0,111013962215711;0,0177328443779195;0,87;0,915
3;"beta2";0,8;0,844480204856997;0,0444802048569974;0,0557309217060003;0,0050688945801498;0,855;0,945
3;"gamma1";-0,8;-1,39207078826305;-0,59207078826305;0,344968670564831;0,46895618506734;0,13;0,645
3;"gamma2";0,5;1,08002352538736;0,580023525387356;0,220524942688813;0,384815384098942;0;0,505
4;"beta1";-0,6;-0,631730043046542;-0,0317300430465417;0,098884925688428;0,0107361330174993;0,905;0,9
4;"beta2";0,8;0,816167470780309;0,0161674707803087;0,0618978268656623;0,00407357137727019;0,85;0,865
4;"gamma1";-0,8;-1,13189961290102;-0,331899612901017;0,269874149396504;0,182625249273769;0,445;0,71
4;"gamma2";0,5;0,888654138925741;0,388654138925741;0,190077709349649;0,18700092761776;0,055;0,57
5;"beta1";-0,6;-0,645988389704756;-0,0459883897047564;0,111985599128463;0,0145930025277366;0,855;0,88
5;"beta2";0,8;0,817361996779297;0,0173619967792971;0,0602196847419803;0,0039097173104357;0,86;0,88
5;"gamma1";-0,8;-1,28051594719298;-0,480515947192981;0,33224828897431;0,340732556405491;0,295;0,58
5;"gamma2";0,5;0,964507932251269;0,464507932251269;0,213273049818714;0,261025585934431;0,04;0,53
6;"beta1";-0,6;-0,626836293105683;-0,0268362931056834;0,133577768140539;0,0184739916683548;0,78;0,805
6;"beta2";0,8;0,802942009384989;0,0029420093849891;0,0686386573131445;0,00469636437058389;0,83;0,83
6;"gamma1";-0,8;-1,20118547795853;-0,401185477958526;0,326435033562294;0,266976819705943;0,39;0,59
6;"gamma2";0,5;0,955520157684366;0,455520157684367;0,196500011463735;0,245917807289512;0,025;0,525
7;"beta1";-0,6;-0,620655472122071;-0,020655472122071;0,0751112369188288;0,0060401379505047;0,92;0,91
7;"beta2";0,8;0,817917884383614;0,0179178843836135;0,0483229652581373;0,00264448400726699;0,86;0,87
7;"gamma1";-0,8;-1,11586334733039;-0,315863347330393;0,24651077318811;0,160233377678071;0,49;0,735
7;"gamma2";0,5;0,952214571079373;0,452214571079373;0,175737509426215;0,235227272154733;0,02;0,62
8;"beta1";-0,6;-0,614207618580206;-0,014207618580206;0,0648630202763335;0,00438803176809183;0,925;0,945
8;"beta2";0,8;0,824048071692066;0,0240480716920658;0,0417651702230522;0,00231391754864846;0,855;0,915
8;"gamma1";-0,8;-0,735159303037147;0,0648406969628526;0,205202734891756;0,0461019375776497;0,775;0,815
8;"gamma2";0,5;0,669635702045917;0,169635702045917;0,13746394718711;0,0475781265009903;0,48;0,7
9;"beta1";-0,6;-0,669043380636088;-0,0690433806360882;0,114735200835232;0,0178653338888072;0,705;0,77
9;"beta2";0,8;0,83925115100437;0,03925115100437;0,0699375984366865;0,00640746419188362;0,7;0,755
9;"gamma1";-0,8;-1,41333908712397;-0,613339087123972;0,315534545659834;0,475249075051301;0,125;0,685
9;"gamma2";0,5;1,14556221386695;0,645562213866948;0,221571020508022;0,465598820516116;0;0,505
