"scenario";"coef";"true";"avg";"bias";"empSE";"MSE";"coverage";"bias.elim.coverage"
1;"beta1";-0,6;-0,538286952456435;0,0617130475435653;0,141977112029663;0,0238652130756965;0,67;0,735
1;"beta2";0,8;0,742338005438564;-0,0576619945614366;0,0755404585854976;0,00900273469569388;0,57;0,7
1;"gamma1";-0,8;-0,749534221161603;0,0504657788383971;0,168025596612959;0,0306382329453211;0,76;0,755
1;"gamma2";0,5;0,586613377671201;0,0866133776712014;0,105172208875904;0,0185077647438517;0,595;0,71
2;"beta1";-0,6;-0,557287484802082;0,0427125151979183;0,129615103653352;0,0185404336741262;0,7;0,72
2;"beta2";0,8;0,716552083296708;-0,0834479167032923;0,0749258554161386;0,0125493691929105;0,395;0,695
2;"gamma1";-0,8;-0,73223005557902;0,0677699444209797;0,147497077901104;0,0262393764162402;0,795;0,84
2;"gamma2";0,5;0,574467711218657;0,0744677112186571;0,091330348984983;0,0138449664966355;0,655;0,765
3;"beta1";-0,6;-0,615861883539664;-0,0158618835396644;0,0922489343415488;0,0087189159071415;0,895;0,91
3;"beta2";0,8;0,808824223529224;0,00882422352922395;0,0494241970805119;0,00250840442166172;0,945;0,94
3;"gamma1";-0,8;-0,933579298076378;-0,133579298076378;0,162231591188433;0,0440309226082109;0,71;0,795
3;"gamma2";0,5;0,701601934876884;0,201601934876884;0,100896408026211;0,050772524872932;0,18;0,735
4;"beta1";-0,6;-0,60172030066877;-0,00172030066876976;0,0925893928513804;0,00853289112463528;0,905;0,91
4;"beta2";0,8;0,811793524348194;0,0117935243481938;0,0471127696666814;0,00234760221688889;0,91;0,905
4;"gamma1";-0,8;-0,84560083757735;-0,0456008375773501;0,124155473355976;0,017416945044181;0,87;0,9
4;"gamma2";0,5;0,63904324320171;0,13904324320171;0,0788277516888714;0,0255157688441906;0,35;0,805
5;"beta1";-0,6;-0,609992067676563;-0,0099920676765634;0,0908298912819918;0,00830866022099999;0,885;0,895
5;"beta2";0,8;0,802675098004056;0,00267509800405632;0,0515873937938539;0,00265510905178125;0,905;0,91
5;"gamma1";-0,8;-0,861482335957837;-0,0614823359578372;0,129806680302068;0,0205456030146204;0,87;0,865
5;"gamma2";0,5;0,650895298535909;0,150895298535909;0,0943780358127032;0,0316320686958857;0,36;0,76
6;"beta1";-0,6;-0,569225172054185;0,0307748279458146;0,106092781142938;0,0121464898546846;0,79;0,83
6;"beta2";0,8;0,774335851727858;-0,0256641482721417;0,0515076819661;0,00329842460154777;0,83;0,88
6;"gamma1";-0,8;-0,804711244154619;-0,00471124415461914;0,135252947357641;0,0182240887915687;0,87;0,865
6;"gamma2";0,5;0,612688602454864;0,112688602454864;0,0761772930770604;0,018472686203876;0,46;0,83
7;"beta1";-0,6;-0,607242718759289;-0,00724271875928927;0,065466475027829;0,00431688703083267;0,93;0,925
7;"beta2";0,8;0,808325273865054;0,00832527386505372;0,0389766626589869;0,00158089451580045;0,92;0,88
7;"gamma1";-0,8;-0,883374702350022;-0,0833747023500223;0,197543769274218;0,0457797640671251;0,675;0,705
7;"gamma2";0,5;0,716619230170171;0,216619230170171;0,130340626826896;0,0638276264861376;0,22;0,585
8;"beta1";-0,6;-0,604645421641602;-0,00464542164160159;0,0523696017703798;0,00275044225586848;0,97;0,98
8;"beta2";0,8;0,814070470331742;0,0140704703317417;0,0339033156793632;0,0013416657753407;0,91;0,91
8;"gamma1";-0,8;-0,730280648120215;0,0697193518797852;0,143362927960399;0,0253109524943489;0,85;0,91
8;"gamma2";0,5;0,618164574277077;0,118164574277077;0,0841548803288983;0,0210095002778381;0,525;0,85
9;"beta1";-0,6;-0,568214230380738;0,0317857696192615;0,145046039517709;0,0219434969621628;0,695;0,68
9;"beta2";0,8;0,712017622958037;-0,087982377041963;0,124906940441151;0,0232646337214716;0,46;0,27
9;"gamma1";-0,8;-0,917831057889196;-0,117831057889196;0,151331929083486;0,0366710041996158;0,73;0,855
9;"gamma2";0,5;0,690875996869628;0,190875996869628;0,112062866472152;0,0489289417927197;0,26;0,65
