"scenario";"coef";"true";"avg";"bias";"empSE";"MSE";"coverage";"bias.elim.coverage"
1;"beta1";-0,6;-0,592063925344082;0,00793607465591809;0,135525298806931;0,0183382523645686;0,775;0,755
1;"beta2";0,8;0,783902882004463;-0,0160971179955372;0,0763109582819356;0,00605336274990002;0,695;0,72
1;"gamma1";-0,8;-0,862989327089213;-0,0629893270892126;0,181276692926333;0,0366645885284681;0,68;0,7
1;"gamma2";0,5;0,682666530968969;0,182666530968969;0,117318484918087;0,0470618703051951;0,255;0,69
2;"beta1";-0,6;-0,611851338364991;-0,0118513383649909;0,134021194593822;0,0180123264183948;0,715;0,695
2;"beta2";0,8;0,763905881777372;-0,0360941182226278;0,0770117614926542;0,00720394272142948;0,555;0,66
2;"gamma1";-0,8;-0,804481866917817;-0,00448186691781649;0,164091858043941;0,0268115943180003;0,8;0,79
2;"gamma2";0,5;0,64162000045659;0,14162000045659;0,111765456947187;0,032485284309105;0,415;0,695
3;"beta1";-0,6;-0,630490169893226;-0,0304901698932257;0,0913400608039031;0,00923094213424019;0,885;0,92
3;"beta2";0,8;0,817519988011048;0,0175199880110477;0,0504091028233308;0,00283532223912313;0,91;0,93
3;"gamma1";-0,8;-0,992485313552384;-0,192485313552384;0,180988467862244;0,0696436373049862;0,585;0,77
3;"gamma2";0,5;0,744894907493137;0,244894907493137;0,110594546703907;0,0721435137079117;0,095;0,72
